ano,mes,orgao,ds_alinea,ds_subalinea,ds_fonte_recurso,ds_cd_aplicacao_fixo,vl_arrecadacao
2024,02,PREFEITURA MUNICIPAL DE SOROCABA,17515000 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB,,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,260 - EDUCAÇÃO - FUNDEB - RECURSOS PRÓPRIOS,"35.536.382,54"
2024,02,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,313 - TRANSF DO GOV. FEDERAL DESTINADAS A VENCTO DE AGENTES COMUNITÁRIOS DE SAÚDE E DE COMBATE A ENDEMIAS,"412.304,00"
2024,02,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"20.957,78"
2024,02,PREFEITURA MUNICIPAL DE SOROCABA,17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM,,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"-3.004.073,66"
2024,02,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"38.400,00"
2024,02,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"334.027,52"
2024,02,PREFEITURA MUNICIPAL DE SOROCABA,17115200 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural,,01 - TESOURO,310 - SAÚDE - GERAL,"1.028,00"
2024,02,PREFEITURA MUNICIPAL DE SOROCABA,24149900 - Outras Transferências de Convênios da União e de Suas Entidades,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"60.572,92"
2024,02,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"64.759,54"
2024,02,PREFEITURA MUNICIPAL DE SOROCABA,17145200 - Transferências referentes ao Programa Nacional de Alimentação Escolar - PNAE,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,284 - RECURSOS DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE - PRÉ-ESCOLA,"208.252,80"
2024,02,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,313 - TRANSF DO GOV. FEDERAL DESTINADAS A VENCTO DE AGENTES COMUNITÁRIOS DE SAÚDE E DE COMBATE A ENDEMIAS,"279.576,00"
2024,02,PREFEITURA MUNICIPAL DE SOROCABA,17195800 - Transferência Obrigatória Decorrente da Lei Complementar nº 176-2020,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"196.993,10"
2024,02,PREFEITURA MUNICIPAL DE SOROCABA,17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM,,01 - TESOURO,310 - SAÚDE - GERAL,"2.253.055,31"
2024,02,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"33.840,00"
2024,02,PREFEITURA MUNICIPAL DE SOROCABA,17145000 - Transferências do Salário-Educação,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,280 - RECURSOS DO SALÁRIO EDUCAÇÃO - CRECHE,"1.332.862,46"
2024,02,PREFEITURA MUNICIPAL DE SOROCABA,17125100 - Cota-parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"359.273,22"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17145000 - Transferências do Salário-Educação,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,282 - RECURSOS DO SALÁRIO EDUCAÇÃO - ENSINO FUNDAMENTAL,"573.007,17"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,313 - TRANSF DO GOV. FEDERAL DESTINADAS A VENCTO DE AGENTES COMUNITÁRIOS DE SAÚDE E DE COMBATE A ENDEMIAS,"279.576,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17115200 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural,,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"8.425,27"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"24.640,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"220.885,25"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17515000 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB,,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,260 - EDUCAÇÃO - FUNDEB - RECURSOS PRÓPRIOS,"35.163.138,51"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,370 - Grupo da Assistência Financeira Complementar para implementação do piso salarial da enfermagem,"533.208,85"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,24149900 - Outras Transferências de Convênios da União e de Suas Entidades,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"227.308,54"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,302 - ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,"500.000,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM,,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"2.341.094,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"7.200,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17145200 - Transferências referentes ao Programa Nacional de Alimentação Escolar - PNAE,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,283 - RECURSOS DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE - CRECHE,"386.203,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"1.475.432,62"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17115200 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural,,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"-6.740,21"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"8.000,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"38.400,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"450.000,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,302 - ATENÇÃO DE MÉDIA E ALTA COMPLEXIDADE AMBULATORIAL E HOSPITALAR,"500.000,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM,,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"-1.872.875,13"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"24.720,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17145200 - Transferências referentes ao Programa Nacional de Alimentação Escolar - PNAE,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,284 - RECURSOS DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE - PRÉ-ESCOLA,"208.252,80"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"11.868.778,82"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,24135000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"175.000,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17115200 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural,,01 - TESOURO,310 - SAÚDE - GERAL,"5.055,20"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17195800 - Transferência Obrigatória Decorrente da Lei Complementar nº 176-2020,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"196.993,10"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"33.840,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17145000 - Transferências do Salário-Educação,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,280 - RECURSOS DO SALÁRIO EDUCAÇÃO - CRECHE,"1.265.390,84"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,303 - VIGILÂNCIA EM SAÚDE,"1.762.950,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"10.400,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM,,01 - TESOURO,310 - SAÚDE - GERAL,"1.404.656,42"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17145200 - Transferências referentes ao Programa Nacional de Alimentação Escolar - PNAE,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,285 - RECURSOS DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE - ENSINO FUNDAMENTAL,"364.537,80"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"537.016,12"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,24145100 - Transferências de Convênios da União destinadas a Programas de Educação,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,294 - OUTRAS TRANSFERÊNCIAS DE RECURSOS DO FNDE - CRECHE,"747.033,87"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17125100 - Cota-parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"64.191,19"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17196000 - Transferências da Política Nacional Aldir Blanc de Fomento à Cultura - Lei nº 14.399-2022,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"4.467.335,06"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"44.000,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17145000 - Transferências do Salário-Educação,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,281 - RECURSOS DO SALÁRIO EDUCAÇÃO - PRÉ-ESCOLA,"549.131,87"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,313 - TRANSF DO GOV. FEDERAL DESTINADAS A VENCTO DE AGENTES COMUNITÁRIOS DE SAÚDE E DE COMBATE A ENDEMIAS,"412.304,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"14.400,00"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17115200 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural,,01 - TESOURO,110 - GERAL,"20.220,67"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17155200 - Transferências de Recursos de Complementação da União ao Fundeb - VAAR,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,260 - EDUCAÇÃO - FUNDEB - RECURSOS PRÓPRIOS,"934.223,54"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"1.285.156,52"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,24149900 - Outras Transferências de Convênios da União e de Suas Entidades,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"62.927,28"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17125200 - Cota-parte da Compensação Financeira pela Produção de Petróleo,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,140 - ROYALTIES DA EXPLORAÇÃO DO PETRÓLEO E GÁS NATURAL,"206.060,14"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM,,01 - TESOURO,110 - GERAL,"5.618.625,60"
2024,03,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"8.000,00"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17145300 - Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar - PNATE,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,288 - RECURSOS DO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE ESCOLAR - PNATE,"113.394,52"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"310.785,88"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17125200 - Cota-parte da Compensação Financeira pela Produção de Petróleo,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,140 - ROYALTIES DA EXPLORAÇÃO DO PETRÓLEO E GÁS NATURAL,"203.317,40"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM,,01 - TESOURO,110 - GERAL,"5.908.173,90"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"44.000,00"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17145000 - Transferências do Salário-Educação,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,282 - RECURSOS DO SALÁRIO EDUCAÇÃO - ENSINO FUNDAMENTAL,"574.428,68"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,313 - TRANSF DO GOV. FEDERAL DESTINADAS A VENCTO DE AGENTES COMUNITÁRIOS DE SAÚDE E DE COMBATE A ENDEMIAS,"406.656,00"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,24145000 - Transferências de Convênios da União para o Sistema Único de Saúde - SUS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"1.600.000,00"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"14.400,00"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17115200 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural,,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"2.417,83"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17155200 - Transferências de Recursos de Complementação da União ao Fundeb - VAAR,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,260 - EDUCAÇÃO - FUNDEB - RECURSOS PRÓPRIOS,"1.135.348,54"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"334.027,52"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"-373.858,24"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM,,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"2.461.739,11"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"8.000,00"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17145200 - Transferências referentes ao Programa Nacional de Alimentação Escolar - PNAE,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,283 - RECURSOS DO PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE - CRECHE,"386.203,00"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,24145100 - Transferências de Convênios da União destinadas a Programas de Educação,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,294 - OUTRAS TRANSFERÊNCIAS DE RECURSOS DO FNDE - CRECHE,"1.285.769,60"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,313 - TRANSF DO GOV. FEDERAL DESTINADAS A VENCTO DE AGENTES COMUNITÁRIOS DE SAÚDE E DE COMBATE A ENDEMIAS,"279.576,00"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17115200 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural,,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"-1.934,26"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"24.640,00"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17165000 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"110.476,49"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM,,01 - TESOURO,110 - GERAL,"-22.337,94"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,370 - Grupo da Assistência Financeira Complementar para implementação do piso salarial da enfermagem,"152.233,05"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17135000 - Transferências de Recursos do Sistema Único de Saúde - SUS - Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde,,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,"261.324,35"
2024,04,PREFEITURA MUNICIPAL DE SOROCABA,17115100 - Cota-Parte do Fundo de Participação dos Municípios - FPM,,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"-1.961.945,24"
