ano,mes,orgao,ds_alinea,ds_subalinea,ds_fonte_recurso,ds_cd_aplicacao_fixo,vl_arrecadacao
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180311 - Transferência de Recursos do SUS - Atenção Básica - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"200.000,00"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180200 - Transferência da Compensação Financeira pela Exploração de Recursos Naturais,17180221 - Cota-parte da Compensação Financeira de Recursos Minerais - CFEM - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"27.869,37"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180311 - Transferência de Recursos do SUS - Atenção Básica - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"1.000.000,00"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180331 - Transferência de Recursos do SUS - Vigilância em Saúde - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"355.552,55"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180151 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"21.528,29"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17181000 - Transferências de Convênios da União e de Suas Entidades,17181031 - Transferências de Convênios da União Destinadas a Programas de Assistência Social - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"38.206,73"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180311 - Transferência de Recursos do SUS - Atenção Básica - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"200.000,00"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180200 - Transferência da Compensação Financeira pela Exploração de Recursos Naturais,17180231 - Cota-parte Royalties - Compensação Financeira pela Produção de Petróleo - Lei nº 7.990/89 - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"158.330,48"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180121 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,01 - TESOURO,110 - GERAL,"3.955.041,85"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180311 - Transferência de Recursos do SUS - Atenção Básica - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"2.000.000,00"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,24180400 - Transferências de Recursos do Sistema Único de Saúde - SUS - Bloco Investimentos na Rede de Serviços Públicos de Saúde,24180421 - Transferências de Recursos do Sistema Único de Saúde - SUS destinados à Atenção Especializada - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"50.000,00"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180341 - Transferência de Recursos do SUS - Assistência Farmacêutica - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"668.055,04"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180151 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"-17.222,63"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17181000 - Transferências de Convênios da União e de Suas Entidades,17181031 - Transferências de Convênios da União Destinadas a Programas de Assistência Social - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"80.131,25"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180311 - Transferência de Recursos do SUS - Atenção Básica - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"500.000,00"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180391 - Transferência de Recursos do SUS - Outros Programas Financiados por Transferências Fundo a Fundo - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,312 - RECURSOS PARA COMBATE AO CORONAVIRUS - Convênios/Entidades/Fundos,"2.640.000,00"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180151 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,01 - TESOURO,110 - GERAL,"51.667,92"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180500 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação - FNDE,17180511 - Transferências do Salário-Educação - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,280 - RECURSOS DO SALÁRIO EDUCAÇÃO - CRECHE,"1.963.456,91"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180311 - Transferência de Recursos do SUS - Atenção Básica - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"200.000,00"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17580100 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB,17580111 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB - Principal,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,260 - EDUCAÇÃO - FUNDEB - RECURSOS PRÓPRIOS,"28.183.117,53"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180121 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,01 - TESOURO,310 - SAÚDE - GERAL,"988.760,49"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17189900 - Outras Transferências da União,17189911 - Outras Transferências da União - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"194.253,18"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180311 - Transferência de Recursos do SUS - Atenção Básica - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"2.500.000,00"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180311 - Transferência de Recursos do SUS - Atenção Básica - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"1.560.117,67"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180121 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"1.647.934,11"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180500 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação - FNDE,17180511 - Transferências do Salário-Educação - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,281 - RECURSOS DO SALÁRIO EDUCAÇÃO - PRÉ-ESCOLA,"852.066,21"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180311 - Transferência de Recursos do SUS - Atenção Básica - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"300.000,00"
2021,10,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180151 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,01 - TESOURO,310 - SAÚDE - GERAL,"12.917,01"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180200 - Transferência da Compensação Financeira pela Exploração de Recursos Naturais,17180231 - Cota-parte Royalties - Compensação Financeira pela Produção de Petróleo - Lei nº 7.990/89 - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"169.601,58"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180121 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,01 - TESOURO,110 - GERAL,"5.136.518,26"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180331 - Transferência de Recursos do SUS - Vigilância em Saúde - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"311.556,90"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180151 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"-749,32"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17181000 - Transferências de Convênios da União e de Suas Entidades,17181031 - Transferências de Convênios da União Destinadas a Programas de Assistência Social - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"67.096,03"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180391 - Transferência de Recursos do SUS - Outros Programas Financiados por Transferências Fundo a Fundo - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,312 - RECURSOS PARA COMBATE AO CORONAVIRUS - Convênios/Entidades/Fundos,"215.424,00"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180151 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,01 - TESOURO,110 - GERAL,"2.248,00"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180341 - Transferência de Recursos do SUS - Assistência Farmacêutica - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"334.027,52"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180121 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,01 - TESOURO,310 - SAÚDE - GERAL,"1.284.129,59"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17181000 - Transferências de Convênios da União e de Suas Entidades,17181031 - Transferências de Convênios da União Destinadas a Programas de Assistência Social - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"94.258,27"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180391 - Transferência de Recursos do SUS - Outros Programas Financiados por Transferências Fundo a Fundo - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,312 - RECURSOS PARA COMBATE AO CORONAVIRUS - Convênios/Entidades/Fundos,"1.650.000,00"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180121 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"2.140.215,94"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180500 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação - FNDE,17180511 - Transferências do Salário-Educação - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,280 - RECURSOS DO SALÁRIO EDUCAÇÃO - CRECHE,"1.917.761,16"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180151 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,01 - TESOURO,310 - SAÚDE - GERAL,"562,02"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17181000 - Transferências de Convênios da União e de Suas Entidades,17181031 - Transferências de Convênios da União Destinadas a Programas de Assistência Social - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"130.815,16"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180311 - Transferência de Recursos do SUS - Atenção Básica - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"1.573.106,15"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180121 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"-1.712.172,70"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180500 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação - FNDE,17180511 - Transferências do Salário-Educação - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,281 - RECURSOS DO SALÁRIO EDUCAÇÃO - PRÉ-ESCOLA,"832.235,97"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180200 - Transferência da Compensação Financeira pela Exploração de Recursos Naturais,17180221 - Cota-parte da Compensação Financeira de Recursos Minerais - CFEM - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"64.148,90"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17580100 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB,17580111 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB - Principal,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,260 - EDUCAÇÃO - FUNDEB - RECURSOS PRÓPRIOS,"34.437.022,56"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17189900 - Outras Transferências da União,17189911 - Outras Transferências da União - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"194.253,18"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180321 - Transferência de Recursos do SUS - Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"9.709.535,27"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180151 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"936,66"
2021,11,PREFEITURA MUNICIPAL DE SOROCABA,17180500 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação - FNDE,17180511 - Transferências do Salário-Educação - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,282 - RECURSOS DO SALÁRIO EDUCAÇÃO - ENSINO FUNDAMENTAL,"868.420,15"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17181000 - Transferências de Convênios da União e de Suas Entidades,17181031 - Transferências de Convênios da União Destinadas a Programas de Assistência Social - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"36.687,15"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17580100 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB,17580111 - Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - FUNDEB - Principal,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,260 - EDUCAÇÃO - FUNDEB - RECURSOS PRÓPRIOS,"29.673.091,27"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,24181000 - Transferência de Convênios da União e de suas Entidades,24181091 - Outras Transferências de Convênios da União - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"345.800,00"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180321 - Transferência de Recursos do SUS - Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"9.363.420,88"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17180200 - Transferência da Compensação Financeira pela Exploração de Recursos Naturais,17180221 - Cota-parte da Compensação Financeira de Recursos Minerais - CFEM - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"29.627,69"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180131 - Cota-Parte do Fundo de Participação do Municípios - 1% Cota entregue no mês de dezembro - Principal,01 - TESOURO,110 - GERAL,"2.893.926,72"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17180500 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação - FNDE,17180511 - Transferências do Salário-Educação - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,282 - RECURSOS DO SALÁRIO EDUCAÇÃO - ENSINO FUNDAMENTAL,"1.051.351,47"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180391 - Transferência de Recursos do SUS - Outros Programas Financiados por Transferências Fundo a Fundo - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,312 - RECURSOS PARA COMBATE AO CORONAVIRUS - Convênios/Entidades/Fundos,"2.880.000,00"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180151 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"1.493,77"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17181000 - Transferências de Convênios da União e de Suas Entidades,17181031 - Transferências de Convênios da União Destinadas a Programas de Assistência Social - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"50.915,82"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180331 - Transferência de Recursos do SUS - Vigilância em Saúde - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"450.789,05"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,24181200 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,24181211 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"50.000,00"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17180200 - Transferência da Compensação Financeira pela Exploração de Recursos Naturais,17180231 - Cota-parte Royalties - Compensação Financeira pela Produção de Petróleo - Lei nº 7.990/89 - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,"191.103,26"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180151 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,01 - TESOURO,110 - GERAL,"3.585,05"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17180500 - Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação - FNDE,17180541 - Transferências Diretas do FNDE referentes ao Programa Nacional de Apoio ao Transporte do Escolar - PNATE - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,288 - RECURSOS DO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE ESCOLAR - PNATE,"64.288,41"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180391 - Transferência de Recursos do SUS - Outros Programas Financiados por Transferências Fundo a Fundo - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,312 - RECURSOS PARA COMBATE AO CORONAVIRUS - Convênios/Entidades/Fundos,"430.848,00"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180151 - Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"-1.195,01"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17181200 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS,17181211 - Transferências de Recursos do Fundo Nacional de Assistência Social - FNAS - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,800 - TRANSFERÊNCIAS DA UNIÃO DECORRENTES DE EMENDAS PARLAMENTARES INDIVIDUAIS - Convênios/Entidades/Fundo,"100.000,00"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180341 - Transferência de Recursos do SUS - Assistência Farmacêutica - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,350 - BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,"334.027,52"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180311 - Transferência de Recursos do SUS - Atenção Básica - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,301 - ATENÇÃO BÁSICA,"-200.000,00"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17180100 - Participação na Receita da União,17180121 - Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,01 - TESOURO,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,"2.221.487,15"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17181000 - Transferências de Convênios da União e de Suas Entidades,17181031 - Transferências de Convênios da União Destinadas a Programas de Assistência Social - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,"66.243,76"
2021,12,PREFEITURA MUNICIPAL DE SOROCABA,17180300 - Transferência de Recursos do Sistema Único de Saúde - SUS - Bloco Custeio das Ações e Serviços Públicos de Saúde,17180391 - Transferência de Recursos do SUS - Outros Programas Financiados por Transferências Fundo a Fundo - Principal,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,312 - RECURSOS PARA COMBATE AO CORONAVIRUS - Convênios/Entidades/Fundos,"105.000,00"
