exercicio,instituicao,cod_ibge,uf,anexo,rotulo,coluna,cod_conta,conta,valor,populacao,ano
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.1.00.00.00.00,3.1.00.00.00 - Pessoal e Encargos Sociais,1390790655.63,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.1.00.00.00.00,3.1.00.00.00 - Pessoal e Encargos Sociais,1379858348.61,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Não Processados,DO3.1.00.00.00.00,3.1.00.00.00 - Pessoal e Encargos Sociais,257145.35,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Processados,DO3.1.00.00.00.00,3.1.00.00.00 - Pessoal e Encargos Sociais,10932307.02,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,1223904004.54,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,1223900839.03,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,1220630465.32,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Não Processados,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,3165.51,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Processados,DO3.1.90.00.00.00,3.1.90.00.00 - Aplicações Diretas,3270373.71,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.1.90.01.00.00,"3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares",308530647.93,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.1.90.01.00.00,"3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares",308530647.93,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.1.90.01.00.00,"3.1.90.01.00 - Aposentadorias do RPPS, Reserva Remunerada e Reformas dos Militares",308530647.93,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.1.90.03.00.00,3.1.90.03.00 - Pensões do RPPS e do Militar,40800088.72,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.1.90.03.00.00,3.1.90.03.00 - Pensões do RPPS e do Militar,40800088.72,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.1.90.03.00.00,3.1.90.03.00 - Pensões do RPPS e do Militar,40800088.72,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.1.90.05.00.00,3.1.90.05.00 - Outros Benefícios Previdenciários do Servidor ou do Militar,233630.26,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.1.90.05.00.00,3.1.90.05.00 - Outros Benefícios Previdenciários do Servidor ou do Militar,233630.26,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.1.90.05.00.00,3.1.90.05.00 - Outros Benefícios Previdenciários do Servidor ou do Militar,233630.26,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.1.90.11.00.00,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,799107904.18,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.1.90.11.00.00,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,799107904.18,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.1.90.11.00.00,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,798766716.01,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Processados,DO3.1.90.11.00.00,3.1.90.11.00 - Vencimentos e Vantagens Fixas - Pessoal Civil,341188.17,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.1.90.13.00.00,3.1.90.13.00 - Obrigações Patronais,19245806.38,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.1.90.13.00.00,3.1.90.13.00 - Obrigações Patronais,19242640.87,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.1.90.13.00.00,3.1.90.13.00 - Obrigações Patronais,17769170.15,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Não Processados,DO3.1.90.13.00.00,3.1.90.13.00 - Obrigações Patronais,3165.51,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Processados,DO3.1.90.13.00.00,3.1.90.13.00 - Obrigações Patronais,1473470.72,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.1.90.13.01.00,3.1.90.13.01 - FGTS,3846813.61,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.1.90.13.01.00,3.1.90.13.01 - FGTS,3846813.61,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.1.90.13.01.00,3.1.90.13.01 - FGTS,3591876.51,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Processados,DO3.1.90.13.01.00,3.1.90.13.01 - FGTS,254937.1,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.1.90.13.02.00,3.1.90.13.02 - Contribuições Previdenciárias - INSS,15383992.77,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.1.90.13.02.00,3.1.90.13.02 - Contribuições Previdenciárias - INSS,15383992.77,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.1.90.13.02.00,3.1.90.13.02 - Contribuições Previdenciárias - INSS,14165459.15,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Processados,DO3.1.90.13.02.00,3.1.90.13.02 - Contribuições Previdenciárias - INSS,1218533.62,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.1.90.13.40.00,3.1.90.13.40 - Encargos de pessoal requisitado de outros Entes,15000,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.1.90.13.40.00,3.1.90.13.40 - Encargos de pessoal requisitado de outros Entes,11834.49,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.1.90.13.40.00,3.1.90.13.40 - Encargos de pessoal requisitado de outros Entes,11834.49,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Não Processados,DO3.1.90.13.40.00,3.1.90.13.40 - Encargos de pessoal requisitado de outros Entes,3165.51,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.1.90.16.00.00,3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil,31980395.13,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.1.90.16.00.00,3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil,31980395.13,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.1.90.16.00.00,3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil,31975051.19,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Processados,DO3.1.90.16.00.00,3.1.90.16.00 - Outras Despesas Variáveis - Pessoal Civil,5343.94,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.1.90.91.00.00,3.1.90.91.00 - Sentenças Judiciais,8172788.38,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.1.90.91.00.00,3.1.90.91.00 - Sentenças Judiciais,8172788.38,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.1.90.91.00.00,3.1.90.91.00 - Sentenças Judiciais,6722417.5,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Processados,DO3.1.90.91.00.00,3.1.90.91.00 - Sentenças Judiciais,1450370.88,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.1.90.94.00.00,3.1.90.94.00 - Indenizações e Restituições Trabalhistas,15832743.56,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.1.90.94.00.00,3.1.90.94.00 - Indenizações e Restituições Trabalhistas,15832743.56,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.1.90.94.00.00,3.1.90.94.00 - Indenizações e Restituições Trabalhistas,15832743.56,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DI3.1.91.00.00.00,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",167143796.44,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DI3.1.91.00.00.00,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",166889816.6,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DI3.1.91.00.00.00,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",159227883.29,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Não Processados,DI3.1.91.00.00.00,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",253979.84,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Processados,DI3.1.91.00.00.00,"3.1.91.00.00 - Aplicação Direta Decorrente de Operação entre Órgãos, Fundos e Entidades Integrantes dos Orçamentos Fiscal e da Seguridade Social",7661933.31,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DI3.1.91.13.00.00,3.1.91.13.00 - Contribuições Patronais,167143796.44,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DI3.1.91.13.00.00,3.1.91.13.00 - Contribuições Patronais,166889816.6,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DI3.1.91.13.00.00,3.1.91.13.00 - Contribuições Patronais,159227883.29,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Não Processados,DI3.1.91.13.00.00,3.1.91.13.00 - Contribuições Patronais,253979.84,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Processados,DI3.1.91.13.00.00,3.1.91.13.00 - Contribuições Patronais,7661933.31,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DI3.1.91.13.08.00,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,147203911.77,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DI3.1.91.13.08.00,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,146949931.93,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DI3.1.91.13.08.00,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,141279794.54,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Não Processados,DI3.1.91.13.08.00,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,253979.84,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Processados,DI3.1.91.13.08.00,3.1.91.13.08 - Contribuições previdenciárias - RPPS - pessoal ativo - plano previdenciário,5670137.39,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DI3.1.91.13.10.00,3.1.91.13.10 - Contribuições previdenciárias - RPPS - pessoal inativo e pensionista - plano previdenciário,559217.38,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DI3.1.91.13.10.00,3.1.91.13.10 - Contribuições previdenciárias - RPPS - pessoal inativo e pensionista - plano previdenciário,559217.38,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DI3.1.91.13.10.00,3.1.91.13.10 - Contribuições previdenciárias - RPPS - pessoal inativo e pensionista - plano previdenciário,559217.38,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DI3.1.91.13.11.00,3.1.91.13.11 - Contribuições previdenciárias - RPPS - pessoal ativo - plano financeiro,1772433.95,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DI3.1.91.13.11.00,3.1.91.13.11 - Contribuições previdenciárias - RPPS - pessoal ativo - plano financeiro,1772433.95,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DI3.1.91.13.11.00,3.1.91.13.11 - Contribuições previdenciárias - RPPS - pessoal ativo - plano financeiro,1772433.95,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DI3.1.91.13.99.00,3.1.91.13.99 - Outras Obrigações Patronais - Intraorçamentária,17608233.34,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DI3.1.91.13.99.00,3.1.91.13.99 - Outras Obrigações Patronais - Intraorçamentária,17608233.34,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DI3.1.91.13.99.00,3.1.91.13.99 - Outras Obrigações Patronais - Intraorçamentária,15616437.42,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Processados,DI3.1.91.13.99.00,3.1.91.13.99 - Outras Obrigações Patronais - Intraorçamentária,1991795.92,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.2.00.00.00.00,3.2.00.00.00 - Juros e Encargos da Dívida,4585677.51,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.2.00.00.00.00,3.2.00.00.00 - Juros e Encargos da Dívida,4585677.51,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.2.00.00.00.00,3.2.00.00.00 - Juros e Encargos da Dívida,4585677.51,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.2.90.00.00.00,3.2.90.00.00 - Aplicações Diretas,4585677.51,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.2.90.00.00.00,3.2.90.00.00 - Aplicações Diretas,4585677.51,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.2.90.00.00.00,3.2.90.00.00 - Aplicações Diretas,4585677.51,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.2.90.21.00.00,3.2.90.21.00 - Juros sobre a Dívida por Contrato,4585560.47,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.2.90.21.00.00,3.2.90.21.00 - Juros sobre a Dívida por Contrato,4585560.47,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.2.90.21.00.00,3.2.90.21.00 - Juros sobre a Dívida por Contrato,4585560.47,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.2.90.22.00.00,3.2.90.22.00 - Outros Encargos sobre a Dívida por Contrato,117.04,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.2.90.22.00.00,3.2.90.22.00 - Outros Encargos sobre a Dívida por Contrato,117.04,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.2.90.22.00.00,3.2.90.22.00 - Outros Encargos sobre a Dívida por Contrato,117.04,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.3.00.00.00.00,3.3.00.00.00 - Outras Despesas Correntes,1340781710.93,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.3.00.00.00.00,3.3.00.00.00 - Outras Despesas Correntes,1252695640.64,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.3.00.00.00.00,3.3.00.00.00 - Outras Despesas Correntes,1250118789.12,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Não Processados,DO3.3.00.00.00.00,3.3.00.00.00 - Outras Despesas Correntes,88086070.29,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Processados,DO3.3.00.00.00.00,3.3.00.00.00 - Outras Despesas Correntes,2576851.52,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.3.50.00.00.00,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,17654051.99,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.3.50.00.00.00,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,17490174.43,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.3.50.00.00.00,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,17490174.43,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Não Processados,DO3.3.50.00.00.00,3.3.50.00.00 - Transferências a Instituições Privadas sem Fins Lucrativos,163877.56,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.3.60.00.00.00,3.3.60.00.00 - Transferências a Instituições Privadas com Fins Lucrativos,509000,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.3.60.00.00.00,3.3.60.00.00 - Transferências a Instituições Privadas com Fins Lucrativos,509000,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.3.60.00.00.00,3.3.60.00.00 - Transferências a Instituições Privadas com Fins Lucrativos,509000,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.3.90.00.00.00,3.3.90.00.00 - Aplicações Diretas,1320746372.48,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.3.90.00.00.00,3.3.90.00.00 - Aplicações Diretas,1233053340.66,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.3.90.00.00.00,3.3.90.00.00 - Aplicações Diretas,1230476489.14,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Não Processados,DO3.3.90.00.00.00,3.3.90.00.00 - Aplicações Diretas,87693031.82,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Processados,DO3.3.90.00.00.00,3.3.90.00.00 - Aplicações Diretas,2576851.52,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Empenhadas,DO3.3.90.08.00.00,3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar,106203697.48,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Liquidadas,DO3.3.90.08.00.00,3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar,106192582.48,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Despesas Pagas,DO3.3.90.08.00.00,3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar,105094272.3,679378,2020
2020,Prefeitura Municipal de Sorocaba - SP,3552205,SP,DCA-Anexo I-D,Padrão,Inscrição de Restos a Pagar Não Processados,DO3.3.90.08.00.00,3.3.90.08.00 - Outros Benefícios Assistenciais do servidor e do militar,11115,679378,2020
