numero_controle_pncp,numero,ano,numero_sequencial,orgao_cnpj,orgao_nome,unidade_nome,modalidade_licitacao_nome,tipo_contrato_nome,tipo_nome,situacao_nome,cancelado,data_publicacao_pncp,data_atualizacao_pncp,data_assinatura,data_inicio_vigencia,data_fim_vigencia,valor_global,fonte_orcamentaria_nome,exigencia_conteudo_nacional,permite_adesao,possui_emenda_parlamentar,municipio_nome,uf,esfera_nome,poder_nome,title,description,item_url
45751435000106-2-000204/2025,,2025,204,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Contrato (termo inicial),Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-07-24T15:38:48.565631783,2025-07-24T15:38:48.565631783,2025-07-22,2025-07-22,2026-07-21,3258.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 220/2025,6 - Medicamentos,/contratos/45751435000106/2025/204
45751435000106-2-000206/2025,,2025,206,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Contrato (termo inicial),Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-07-29T11:37:45.186887694,2025-07-29T11:37:45.186887694,2025-07-25,2025-07-25,2026-07-24,4347.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 222/2025,16 - Outros materias de consumo,/contratos/45751435000106/2025/206
45751435000106-2-000210/2025,,2025,210,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Contrato (termo inicial),Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-07-31T11:48:44.349809029,2025-07-31T11:48:44.349809029,2025-07-30,2025-07-30,2026-07-29,4676.71,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 229/2025,6 - Medicamentos,/contratos/45751435000106/2025/210
45751435000106-2-000211/2025,,2025,211,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-07-31T12:45:45.024900040,2025-07-31T12:45:45.024900040,2025-07-30,2025-07-30,2026-07-29,222100.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 230/2025,AQUISIÇÃO DE APARELHOS AUDITIVOS,/contratos/45751435000106/2025/211
45751435000106-2-000215/2025,,2025,215,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Contrato (termo inicial),Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-08-06T17:44:46.445566167,2025-08-06T17:44:46.445566167,2025-08-06,2025-08-06,2026-08-05,654.8,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 234/2025,6 - Medicamentos,/contratos/45751435000106/2025/215
45751435000106-2-000237/2025,,2025,237,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-08-22T17:05:28.543561832,2025-08-22T17:05:28.543561832,2025-08-20,2025-08-20,2026-08-19,93120.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 256/2025,AQUISIÇÃO DE PRÓTESES NÃO CIRÚRGICAS,/contratos/45751435000106/2025/237
45751435000106-2-000423/2025,,2025,423,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-12-19T10:32:26.360212101,2025-12-19T10:32:26.360212101,2025-12-18,2025-12-18,2026-12-17,5916.49,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 444/2025,AQUISIÇÃO DE MÓVEIS E UTENSÍLIOS,/contratos/45751435000106/2025/423
45751435000106-2-000021/2025,,2025,21,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-02-25T16:24:10.079263726,2025-02-25T16:24:10.079263726,2025-02-24,2025-02-24,2025-08-22,2999.0,,False,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 031/2025,"AQUISIÇÃO DE BOLO, REFRIGERANTE E SUCO",/contratos/45751435000106/2025/21
45751435000106-2-000051/2025,,2025,51,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Contrato (termo inicial),Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-03-28T09:20:12.597913114,2025-03-28T09:20:12.597913114,2025-03-28,2025-03-28,2026-03-27,1823.6,,False,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 066/2025,6 - Medicamentos,/contratos/45751435000106/2025/51
45751435000106-2-000079/2025,,2025,79,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-04-04T17:23:57.427232839,2025-04-04T17:23:57.427232839,2025-04-02,2025-04-02,2026-04-01,38000.0,,False,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 087/2025,AQUISIÇÃO DE INSTRUMENTAIS CIRÚRGICOS E DE VIDEOCIRURGIAS,/contratos/45751435000106/2025/79
45751435000106-2-000192/2025,,2025,192,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-07-17T09:41:04.584574551,2025-07-17T09:41:04.584574551,2025-07-15,2025-07-15,2026-07-14,6399.7,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 203/2025,AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL (EPI),/contratos/45751435000106/2025/192
45751435000106-2-000269/2025,,2025,269,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Contrato (termo inicial),Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-09-16T14:01:34.005061216,2025-09-16T14:01:34.005061216,2025-09-16,2025-09-16,2026-03-15,294182.5,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 289/2025,16 - Outros materiais de consumo,/contratos/45751435000106/2025/269
45751435000106-2-000273/2025,,2025,273,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-09-19T07:36:44.598937179,2025-09-19T07:36:44.598937179,2025-09-16,2025-09-16,2026-09-15,340803.35,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 294/2025,AQUISIÇÃO DE PLAYGRROUND,/contratos/45751435000106/2025/273
45751435000106-2-000301/2025,,2025,301,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-10-13T16:49:17.013488032,2025-10-13T16:49:17.013488032,2025-10-13,2025-10-13,2026-10-12,60470.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 321/2025,AQUISIÇÃO DE EQUIPAMENTOS ODONTOLÓGICOS,/contratos/45751435000106/2025/301
45751435000106-2-000386/2025,,2025,386,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-12-09T10:59:56.314919415,2025-12-09T10:59:56.314919415,2025-12-05,2025-12-05,2026-12-04,2480.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 406/2025,AQUISIÇÃO DE MOBILIÁRIOS E ELETROELETRÔNICOS,/contratos/45751435000106/2025/386
45751435000106-2-000396/2025,,2025,396,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-12-10T09:41:18.408137711,2025-12-10T09:41:18.408137711,2025-12-05,2025-12-05,2026-12-04,41404.24,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 412/2025,AQUISIÇÃO DE MOBILIÁRIOS E ELETROELETRÔNICOS,/contratos/45751435000106/2025/396
45751435000106-2-000401/2025,,2025,401,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-12-10T10:36:26.210587221,2025-12-10T10:36:26.210587221,2025-12-05,2025-12-05,2026-12-04,6435.75,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 417/2025,AQUISIÇÃO DE MOBILIÁRIOS E ELETROELETRÔNICOS,/contratos/45751435000106/2025/401
45751435000106-2-000409/2025,,2025,409,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-12-15T10:01:11.368341697,2025-12-15T10:01:11.368341697,2025-12-12,2025-12-12,2026-12-11,55460.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 428/2025,AQUISIÇÃO DE EQUIPAMENTOS DE OFTALMOLOGIA,/contratos/45751435000106/2025/409
45751435000106-2-000422/2025,,2025,422,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-12-19T10:32:05.600414737,2025-12-19T10:32:05.600414737,2025-12-18,2025-12-18,2026-12-17,11700.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 443/2025,AQUISIÇÃO DE MÓVEIS E UTENSÍLIOS,/contratos/45751435000106/2025/422
45751435000106-2-000428/2025,,2025,428,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-12-19T10:32:54.967761022,2025-12-19T10:32:54.967761022,2025-12-18,2025-12-18,2026-12-17,3337.5,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 450/2025,AQUISIÇÃO DE MÓVEIS E UTENSÍLIOS,/contratos/45751435000106/2025/428
45751435000106-2-000015/2025,,2025,15,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Contrato (termo inicial),Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-02-14T14:48:06.316729,2025-02-14T14:48:06.316729,2025-02-14,2025-02-14,2026-02-13,20400.0,,False,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 022/2025,3 - Gêneros alimentícios,/contratos/45751435000106/2025/15
45751435000106-2-000019/2025,,2025,19,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Contrato (termo inicial),Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-02-21T14:51:15.307056302,2025-02-21T14:51:15.307056302,2025-02-19,2025-02-19,2025-08-18,45243.0,,False,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 028/2025,16 - Outros materias de consumo,/contratos/45751435000106/2025/19
45751435000106-2-000037/2025,,2025,37,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-03-07T11:01:15.763009612,2025-03-07T11:01:15.763009612,2025-02-24,2025-02-24,2026-02-23,2202087.31,,False,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 43/2025,AQUISIÇÃO DE PLAYGROUND,/contratos/45751435000106/2025/37
45751435000106-2-000043/2025,,2025,43,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Contrato (termo inicial),Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-03-18T09:28:12.730410895,2025-03-18T09:28:12.730410895,2025-03-14,2025-03-14,2026-03-13,7439.9,,False,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 056/2025,16 - Outros materias de consumo,/contratos/45751435000106/2025/43
45751435000106-2-000046/2025,,2025,46,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Contrato (termo inicial),Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-03-25T10:33:33.737006682,2025-03-25T10:33:33.737006682,2025-03-25,2025-03-25,2026-03-24,45036.0,,False,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 059/2025,16 - Outros materias de consumo,/contratos/45751435000106/2025/46
45751435000106-2-000050/2025,,2025,50,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Contrato (termo inicial),Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-03-28T08:25:19.643169260,2025-03-28T08:25:19.643169260,2025-03-28,2025-03-28,2026-03-27,9180.0,,False,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 065/2025,3 - Gêneros alimentícios,/contratos/45751435000106/2025/50
45751435000106-2-000074/2025,,2025,74,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-04-04T17:19:35.690685633,2025-04-04T17:19:35.690685633,2025-04-02,2025-04-02,2026-04-01,5613.9,,False,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 088/2025,AQUISIÇÃO DE INSTRUMENTAIS CIRÚRGICOS E DE VIDEOCIRURGIAS,/contratos/45751435000106/2025/74
45751435000106-2-000078/2025,,2025,78,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-04-04T17:21:46.676180187,2025-04-04T17:21:46.676180187,2025-04-02,2025-04-02,2026-04-01,27986.0,,False,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 090/2025,AQUISIÇÃO DE INSTRUMENTAIS CIRÚRGICOS E DE VIDEOCIRURGIAS,/contratos/45751435000106/2025/78
45751435000106-2-000114/2025,,2025,114,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-05-30T12:48:12.225572126,2025-05-30T12:48:12.225572126,2025-05-26,2025-05-26,2026-05-25,5030.0,,False,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 130/2025,AQUISIÇÃO DE EQUIPAMENTOS PARA A REDE DE ATENÇÃO PSICOSSOCIAL,/contratos/45751435000106/2025/114
45751435000106-2-000115/2025,,2025,115,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-05-30T14:10:42.597738167,2025-05-30T14:10:42.597738167,2025-05-26,2025-05-26,2026-05-25,1340.0,,False,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 131/2025,AQUISIÇÃO DE EQUIPAMENTOS PARA A REDE DE ATENÇÃO PSICOSSOCIAL,/contratos/45751435000106/2025/115
45751435000106-2-000118/2025,,2025,118,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-05-30T15:41:50.157466977,2025-05-30T15:41:50.157466977,2025-05-26,2025-05-26,2026-05-25,2357.32,,False,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 134/2025,AQUISIÇÃO DE EQUIPAMENTOS PARA A REDE DE ATENÇÃO PSICOSSOCIAL,/contratos/45751435000106/2025/118
45751435000106-2-000182/2025,,2025,182,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-07-15T08:21:37.887281361,2025-07-15T08:21:37.887281361,2025-07-04,2025-07-04,2026-07-03,2240860.93,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 197/2025,AQUISIÇÃO DE PLAYGROUND,/contratos/45751435000106/2025/182
45751435000106-2-000208/2025,,2025,208,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Contrato (termo inicial),Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-07-29T17:41:13.425955985,2025-07-29T17:41:13.425955985,2025-07-28,2025-07-28,2026-07-27,87755.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 224/2025,16 - Outros materias de consumo,/contratos/45751435000106/2025/208
45751435000106-2-000223/2025,,2025,223,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-08-13T12:36:59.200425166,2025-08-13T12:36:59.200425166,2025-08-11,2025-08-11,2026-08-10,191400.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 242/2025,AQUISIÇÃO DE CADEIRAS DE RODAS MOTORIZADAS,/contratos/45751435000106/2025/223
45751435000106-2-000226/2025,,2025,226,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Contrato (termo inicial),Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-08-18T09:29:25.388236578,2025-08-18T09:29:25.388236578,2025-08-12,2025-08-12,2026-08-11,7000.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 245/2025,16 - Outros materias de consumo,/contratos/45751435000106/2025/226
45751435000106-2-000231/2025,,2025,231,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Contrato (termo inicial),Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-08-20T10:23:52.218111751,2025-08-20T10:23:52.218111751,2025-08-18,2025-08-18,2026-08-17,62232.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 250/2025,17 - Outras prestações de serviços,/contratos/45751435000106/2025/231
45751435000106-2-000233/2025,,2025,233,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Contrato (termo inicial),Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-08-20T10:24:07.142176753,2025-08-20T10:24:07.142176753,2025-08-18,2025-08-18,2026-08-17,990280.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 252/2025,16 - Outros materias de consumo,/contratos/45751435000106/2025/233
45751435000106-2-000234/2025,,2025,234,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Contrato (termo inicial),Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-08-20T17:11:07.835167358,2025-08-20T17:11:07.835167358,2025-08-18,2025-08-18,2026-08-17,9747.4,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 253/2025,16 - Outros materias de consumo,/contratos/45751435000106/2025/234
45751435000106-2-000283/2025,,2025,283,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Contrato (termo inicial),Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-09-25T09:31:03.439325055,2025-09-25T09:31:03.439325055,2025-08-29,2025-08-29,2025-11-26,36500.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 264/2025,Palestrante A SAÚDE MENTAL DO SERVIDOR PÚBLICO,/contratos/45751435000106/2025/283
45751435000106-2-000294/2025,,2025,294,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-10-03T10:18:17.895863340,2025-10-03T10:18:17.895863340,2025-10-03,2025-10-03,2026-10-02,309999.6,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 314/2025,AQUISIÇÃO DE NUTRIÇÃO PARENTERAL PROLONGADA - NPP,/contratos/45751435000106/2025/294
45751435000106-2-000298/2025,,2025,298,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-10-13T16:07:48.346011110,2025-10-13T16:07:48.346011110,2025-10-13,2025-10-13,2026-10-12,8000.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 318/2025,AQUISIÇÃO DE EQUIPAMENTOS ODONTOLÓGICOS,/contratos/45751435000106/2025/298
45751435000106-2-000299/2025,,2025,299,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-10-13T16:18:42.385532210,2025-10-13T16:18:42.385532210,2025-10-13,2025-10-13,2026-10-12,47820.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 319/2025,AQUISIÇÃO DE EQUIPAMENTOS ODONTOLÓGICOS,/contratos/45751435000106/2025/299
45751435000106-2-000391/2025,,2025,391,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-12-10T08:15:57.641737047,2025-12-10T08:15:57.641737047,2025-12-05,2025-12-05,2026-12-04,15168.3,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 407/2025,AQUISIÇÃO DE MOBILIÁRIOS E ELETROELETRÔNICOS,/contratos/45751435000106/2025/391
45751435000106-2-000392/2025,,2025,392,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-12-10T08:25:47.615418144,2025-12-10T08:25:47.615418144,2025-12-05,2025-12-05,2026-12-04,5940.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 408/2025,AQUISIÇÃO DE MOBILIÁRIOS E ELETROELETRÔNICOS,/contratos/45751435000106/2025/392
45751435000106-2-000393/2025,,2025,393,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Contrato (termo inicial),Edital,Divulgada no PNCP,False,2025-12-10T08:49:20.307496833,2025-12-10T08:49:20.307496833,2025-12-05,2025-12-05,2026-12-04,7580.0,,,,,Paulínia,SP,Municipal,Não se aplica,Contrato nº 409/2025,AQUISIÇÃO DE MOBILIÁRIOS E ELETROELETRÔNICOS,/contratos/45751435000106/2025/393
