municipio,orgao,ano,mes,mes_nome,total_mensal,arquivo_origem,fonte,tipo
sorocaba,Urbes,2026,1,Jan,11089.86,relacao_mensal_despesas_2026_lei8890_2026.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2026,2,Fev,4603.74,relacao_mensal_despesas_2026_lei8890_2026.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2026,3,Mar,112.98,relacao_mensal_despesas_2026_lei8890_2026.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2026,4,Abr,399.31,relacao_mensal_despesas_2026_lei8890_2026.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2026,5,Mai,,relacao_mensal_despesas_2026_lei8890_2026.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2026,6,Jun,,relacao_mensal_despesas_2026_lei8890_2026.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2026,7,Jul,,relacao_mensal_despesas_2026_lei8890_2026.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2026,8,Ago,,relacao_mensal_despesas_2026_lei8890_2026.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2026,9,Set,,relacao_mensal_despesas_2026_lei8890_2026.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2026,10,Out,,relacao_mensal_despesas_2026_lei8890_2026.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2026,11,Nov,,relacao_mensal_despesas_2026_lei8890_2026.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2026,12,Dez,,relacao_mensal_despesas_2026_lei8890_2026.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
