ano,municipio_codigo_sefaz_sp,municipio_nome,periodo_tipo,mes,mes_numero,icms,ipva,fund_exp_ipi,compensacoes,total,fonte_url,data_coleta_utc
2021,1004,Sao Paulo,mensal,Janeiro,1,564488764.16,1208884725.27,5061766.81,1372786.22,1779808042.47,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:45.763055+00:00
2021,1004,Sao Paulo,mensal,Fevereiro,2,369608006.49,489752982.24,4193296.12,1600100.56,865154385.41,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:45.763055+00:00
2021,1004,Sao Paulo,mensal,Março,3,854366926.47,360056440.53,4432047.38,2100633.64,1220956048.03,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:45.763055+00:00
2021,1004,Sao Paulo,mensal,Abril,4,484939502.87,117078341.16,5022397.03,1864699.57,608904940.63,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:45.763055+00:00
2021,1004,Sao Paulo,mensal,Maio,5,553680342.52,106449534.38,4358371.29,2356037.90,666844286.10,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:45.763055+00:00
2021,1004,Sao Paulo,mensal,Junho,6,631761976.33,104698543.84,4546624.59,2323154.06,743330298.82,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:45.763055+00:00
2021,1004,Sao Paulo,mensal,Julho,7,609049524.46,95858857.17,4923785.12,2485284.18,712317450.93,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:45.763055+00:00
2021,1004,Sao Paulo,mensal,Agosto,8,738749698.14,95565717.69,3928987.69,2410241.15,840654644.67,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:45.763055+00:00
2021,1004,Sao Paulo,mensal,Setembro,9,574799492.10,90136632.41,4965200.69,2563992.88,672465318.09,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:45.763055+00:00
2021,1004,Sao Paulo,mensal,Outubro,10,652814917.73,72080909.02,5209578.91,2512369.29,732617774.96,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:45.763055+00:00
2021,1004,Sao Paulo,mensal,Novembro,11,803415837.15,66735077.74,4918598.77,2409803.76,877479317.41,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:45.763055+00:00
2021,1004,Sao Paulo,mensal,Dezembro,12,657275566.03,78488253.11,4528328.32,3035229.59,743327377.06,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:45.763055+00:00
2021,1004,Sao Paulo,total_anual,Total,99,7494950554.46,2885786014.56,56088982.74,27034332.80,10463859884.56,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:45.763055+00:00
2022,1004,Sao Paulo,mensal,Janeiro,1,652492336.43,1270990428.91,5802338.93,2290488.92,1931575593.19,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.285296+00:00
2022,1004,Sao Paulo,mensal,Fevereiro,2,438525915.89,429275577.07,4092103.55,2293192.07,874186788.58,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.285296+00:00
2022,1004,Sao Paulo,mensal,Março,3,859874419.16,351325597.54,4944546.43,3046675.12,1219191238.25,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.285296+00:00
2022,1004,Sao Paulo,mensal,Abril,4,634497896.48,284223074.62,4495785.06,2771320.93,925988077.09,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.285296+00:00
2022,1004,Sao Paulo,mensal,Maio,5,788027295.49,273152758.19,3092717.85,3787581.30,1068060352.83,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.285296+00:00
2022,1004,Sao Paulo,mensal,Junho,6,580897233.40,211882690.39,3546907.10,3017638.09,799344468.97,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.285296+00:00
2022,1004,Sao Paulo,mensal,Julho,7,672633466.54,125319334.99,3884248.52,3432777.07,805269827.12,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.285296+00:00
2022,1004,Sao Paulo,mensal,Agosto,8,796306216.51,127990207.33,2707767.00,3508543.72,930512734.56,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.285296+00:00
2022,1004,Sao Paulo,mensal,Setembro,9,594406710.57,117692139.98,4095474.21,3486688.52,719681013.28,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.285296+00:00
2022,1004,Sao Paulo,mensal,Outubro,10,633767158.86,99206247.72,4394180.47,3186100.09,740553687.14,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.285296+00:00
2022,1004,Sao Paulo,mensal,Novembro,11,669596123.21,90199372.33,3055948.03,2952385.13,765803828.71,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.285296+00:00
2022,1004,Sao Paulo,mensal,Dezembro,12,660260221.77,104746864.55,3947626.59,2816249.75,771770962.66,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.285296+00:00
2022,1004,Sao Paulo,total_anual,Total,99,7981284994.32,3486004293.62,48059643.73,36589640.70,11551938572.37,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.285296+00:00
2023,1004,Sao Paulo,mensal,Janeiro,1,694549667.39,1618129467.84,3955542.85,1822284.19,2318456962.27,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.805074+00:00
2023,1004,Sao Paulo,mensal,Fevereiro,2,511551465.85,575581128.89,3000120.16,2064958.88,1092197673.78,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.805074+00:00
2023,1004,Sao Paulo,mensal,Março,3,557901070.41,451546819.36,3048582.06,2037306.61,1014533778.44,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.805074+00:00
2023,1004,Sao Paulo,mensal,Abril,4,393042647.57,362599411.34,3606635.55,1959436.36,761208130.82,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.805074+00:00
2023,1004,Sao Paulo,mensal,Maio,5,868617304.79,351876272.27,3328463.03,2181569.24,1226003609.33,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.805074+00:00
2023,1004,Sao Paulo,mensal,Junho,6,540944318.00,128964879.42,3772553.98,2087222.28,675768973.68,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.805074+00:00
2023,1004,Sao Paulo,mensal,Julho,7,605829429.44,134253762.14,3891250.78,1979790.80,745954233.17,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.805074+00:00
2023,1004,Sao Paulo,mensal,Agosto,8,664032511.09,146517327.03,3246066.79,2003846.17,815799751.08,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.805074+00:00
2023,1004,Sao Paulo,mensal,Setembro,9,646530836.24,121534743.88,3455519.22,2187772.68,773708872.03,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.805074+00:00
2023,1004,Sao Paulo,mensal,Outubro,10,744659061.49,113677154.50,4988781.49,2426473.19,865751470.67,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.805074+00:00
2023,1004,Sao Paulo,mensal,Novembro,11,580059907.93,94496213.83,3797074.86,2528633.95,680881830.57,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.805074+00:00
2023,1004,Sao Paulo,mensal,Dezembro,12,683506634.89,129041375.95,4028298.66,2600704.31,819177013.81,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.805074+00:00
2023,1004,Sao Paulo,total_anual,Total,99,7491224855.10,4228218556.45,44118889.44,25879998.67,11789442299.65,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:46.805074+00:00
2024,1004,Sao Paulo,mensal,Janeiro,1,699890249.72,1679231608.83,4633861.91,1802845.35,2385558565.81,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.323336+00:00
2024,1004,Sao Paulo,mensal,Fevereiro,2,533847623.46,647661851.92,3582103.72,1832296.60,1186923875.71,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.323336+00:00
2024,1004,Sao Paulo,mensal,Março,3,598159337.83,451313250.79,3851390.91,1627120.13,1054951099.66,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.323336+00:00
2024,1004,Sao Paulo,mensal,Abril,4,726582343.88,418085960.28,5268881.94,1535379.67,1151472565.78,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.323336+00:00
2024,1004,Sao Paulo,mensal,Maio,5,571485549.45,367794835.40,3928614.11,1839496.65,945048495.61,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.323336+00:00
2024,1004,Sao Paulo,mensal,Junho,6,646921020.99,127049026.73,4974913.02,50657.31,778995618.05,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.323336+00:00
2024,1004,Sao Paulo,mensal,Julho,7,763519825.62,142035124.68,5584795.45,2008660.10,913148405.85,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.323336+00:00
2024,1004,Sao Paulo,mensal,Agosto,8,604278953.68,137305982.38,6027091.72,1940719.72,749552747.50,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.323336+00:00
2024,1004,Sao Paulo,mensal,Setembro,9,473878654.56,129434119.25,5040869.35,3872006.34,612225649.49,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.323336+00:00
2024,1004,Sao Paulo,mensal,Outubro,10,921492467.41,125756492.23,7053965.58,2040948.96,1056343874.18,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.323336+00:00
2024,1004,Sao Paulo,mensal,Novembro,11,665067096.64,91425363.18,5061507.92,0.00,761553967.74,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.323336+00:00
2024,1004,Sao Paulo,mensal,Dezembro,12,827655006.16,126832191.82,6950631.83,3708424.77,965146254.58,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.323336+00:00
2024,1004,Sao Paulo,total_anual,Total,99,8032778129.40,4443925807.49,61958627.47,22258555.61,12560921119.97,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.323336+00:00
2025,1004,Sao Paulo,mensal,Janeiro,1,587124549.98,1717121251.74,3699905.36,1331932.06,2309277639.14,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.842666+00:00
2025,1004,Sao Paulo,mensal,Fevereiro,2,623956495.75,707950642.67,4295772.80,1431328.17,1337634239.39,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.842666+00:00
2025,1004,Sao Paulo,mensal,Março,3,637517878.92,495613566.93,4955383.68,32609.04,1138119438.57,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.842666+00:00
2025,1004,Sao Paulo,mensal,Abril,4,686624538.95,434106678.67,5278488.33,1877162.64,1127886868.59,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.842666+00:00
2025,1004,Sao Paulo,mensal,Maio,5,635616248.77,382701676.35,4188333.44,3107010.77,1025613269.33,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.842666+00:00
2025,1004,Sao Paulo,mensal,Junho,6,481798087.00,126171143.03,5391891.05,38834.81,613399955.90,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.842666+00:00
2025,1004,Sao Paulo,mensal,Julho,7,872355708.71,145335794.47,4981272.37,2767720.90,1025440496.45,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.842666+00:00
2025,1004,Sao Paulo,mensal,Agosto,8,643692631.92,136313640.44,4400377.21,0.00,784406649.57,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.842666+00:00
2025,1004,Sao Paulo,mensal,Setembro,9,777249696.89,137824043.89,5357303.97,2683587.59,923114632.33,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.842666+00:00
2025,1004,Sao Paulo,mensal,Outubro,10,640496134.53,126661338.26,5337451.88,33570.21,772528494.88,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.842666+00:00
2025,1004,Sao Paulo,mensal,Novembro,11,590099130.30,90235886.53,4912182.05,1367171.81,686614370.69,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.842666+00:00
2025,1004,Sao Paulo,mensal,Dezembro,12,925090180.09,150562032.07,5642546.73,2547869.89,1083842628.78,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.842666+00:00
2025,1004,Sao Paulo,total_anual,Total,99,8101621281.81,4650597695.05,58440908.86,17218797.90,12827878683.62,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:47.842666+00:00
2026,1004,Sao Paulo,mensal,Janeiro,1,668931738.03,1775338828.13,5390304.34,1090952.63,2450751823.13,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:48.362617+00:00
2026,1004,Sao Paulo,mensal,Fevereiro,2,427630195.15,762837703.53,5182586.22,89052.62,1195739537.52,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:48.362617+00:00
2026,1004,Sao Paulo,mensal,Março,3,1004575204.64,559310825.63,4641179.62,2937620.85,1571464830.73,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:48.362617+00:00
2026,1004,Sao Paulo,mensal,Abril,4,643088184.33,444558343.65,4993311.32,0.00,1092639839.30,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:48.362617+00:00
2026,1004,Sao Paulo,mensal,Maio,5,681043792.88,388340935.57,4648867.92,1482503.97,1075516100.34,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:48.362617+00:00
2026,1004,Sao Paulo,mensal,Junho,6,846761254.30,140488309.53,7308652.92,2622009.29,997180226.04,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:48.362617+00:00
2026,1004,Sao Paulo,mensal,Julho,7,688162633.99,0.00,6844936.90,5709798.88,700717369.77,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:48.362617+00:00
2026,1004,Sao Paulo,total_anual,Total,99,4960193003.31,4070874946.04,39009839.23,13931938.24,9084009726.83,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-06T03:03:48.362617+00:00
