ano,mes,vereador,aluguel_maquina,combustivel,material_escritorio,postagem,total,reembolso
2024,4,FRANCISCO FRANÇA DA SILVA,141.50,332.99,255.25,,729.74,
2024,4,FÁBIO SIMOA MENDES DO CARMO LEITE,631.66,354.26,307.48,,1293.40,
2024,4,GERVINO CLÁUDIO GONÇALVES,616.16,368.50,,984.66,,
2024,4,HELIO APARECIDO DE GODOY,,341.97,129.68,,471.65,
2024,4,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2024,4,IARA BERNARDI,1054.29,351.94,17.63,,1423.86,
2024,4,JOSÉ VINICIUS CAMPOS AITH,148.37,322.59,,470.96,,
2024,4,JOÃO DONIZETI SILVESTRE,784.52,708.72,306.25,1799.49,,
2024,4,LUÍS SANTOS PEREIRA FILHO,512.59,309.43,144.07,966.09,,
2024,4,PÉRICLES REGIS MENDONÇA DE LIMA,,289.13,1.69,290.82,,
2024,4,RODRIGO PIVETA BERNO,639.15,475.97,98.53,1213.65,,
2024,4,SALATIEL DOS SANTOS HERGESEL,285.54,297.76,86.16,669.46,,
2024,4,ÍTALO GABRIEL MOREIRA,,291.85,107.70,21.40,420.95,462.79
2024,5,ANTÔNIO CARLOS SILVANO JUNIOR,322.09,386.33,166.29,686.32,1561.03,
2024,5,CAIO DE OLIVEIRA EGÊA SILVEIRA,492.60,596.76,701.31,,1790.67,
2024,5,CRISTIANO PASSOS,171.28,358.24,205.46,259.92,994.90,
2024,5,CÍCERO JOÃO DA SILVA,732.03,546.22,295.48,,1573.73,31.88
2024,5,DYLAN ROBERTO VIANA DANTAS,299.52,253.65,,,553.17,
2024,5,FAUSTO SALVADOR PERES,480.26,462.75,123.44,,1066.45,
2024,5,FERNANDA SCHLIC GARCIA,170.71,270.81,,,441.52,
2024,5,FERNANDO ALVES LISBOA DINI,,483.95,281.90,,765.85,
2024,5,FRANCISCO FRANÇA DA SILVA,153.79,321.86,,,475.65,
2024,5,FÁBIO SIMOA MENDES DO CARMO LEITE,668.20,306.22,117.46,16.66,1108.54,
2024,5,GERVINO CLÁUDIO GONÇALVES,293.80,317.47,,,611.27,
2024,5,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2024,5,IARA BERNARDI,944.71,458.93,56.53,,1460.17,4.13
2024,5,JOSÉ VINICIUS CAMPOS AITH,,260.05,118.48,,378.53,
2024,5,JOÃO DONIZETI SILVESTRE,696.61,508.36,138.70,,1343.67,
2024,5,LUÍS SANTOS PEREIRA FILHO,665.06,296.50,187.78,,1149.34,
2024,5,PÉRICLES REGIS MENDONÇA DE LIMA,,265.94,,,265.94,
2024,5,RODRIGO PIVETA BERNO,511.60,525.52,33.40,,1070.52,
2024,5,SALATIEL DOS SANTOS HERGESEL,239.77,248.48,,,488.25,
2024,5,ÍTALO GABRIEL MOREIRA,,301.60,142.57,17.85,462.02,420.95
2024,6,ANTÔNIO CARLOS SILVANO JUNIOR,171.61,536.53,760.27,664.24,2132.65,
2024,6,CAIO DE OLIVEIRA EGÊA SILVEIRA,475.12,899.25,488.19,,1862.56,
2024,6,CRISTIANO PASSOS,325.26,472.84,334.05,338.93,1471.08,
2024,6,CÍCERO JOÃO DA SILVA,337.89,1049.77,844.44,690.00,2922.10,
2024,6,DYLAN ROBERTO VIANA DANTAS,307.24,279.44,443.83,,1030.51,
2024,6,FAUSTO SALVADOR PERES,632.02,526.38,293.03,,1451.43,
2024,6,FERNANDA SCHLIC GARCIA,161.67,258.64,41.55,,461.86,
2024,6,FERNANDO ALVES LISBOA DINI,125.11,325.53,201.42,,652.06,
2024,6,FRANCISCO FRANÇA DA SILVA,,301.69,119.53,,421.22,
2024,6,FÁBIO SIMOA MENDES DO CARMO LEITE,476.52,351.40,138.50,,966.42,
2024,6,GERVINO CLÁUDIO GONÇALVES,451.37,352.75,,,804.12,
2024,6,HELIO APARECIDO DE GODOY,,,,,,
2024,6,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2024,6,IARA BERNARDI,821.04,462.57,123.74,,1407.35,
2024,6,JOSÉ VINICIUS CAMPOS AITH,,266.46,199.35,,465.81,
2024,6,JOÃO DONIZETI SILVESTRE,568.00,450.95,279.45,,1298.40,
2024,6,LUÍS SANTOS PEREIRA FILHO,487.35,373.38,204.31,,1065.04,
2024,6,PÉRICLES REGIS MENDONÇA DE LIMA,,318.49,,,318.49,
2024,6,RODRIGO PIVETA BERNO,786.70,507.54,,,1294.24,
2024,6,SALATIEL DOS SANTOS HERGESEL,636.77,250.16,117.86,,1004.79,
2024,6,ÍTALO GABRIEL MOREIRA,786.70,283.82,35.19,43.45,1149.16,462.02
2024,7,ANTÔNIO CARLOS SILVANO JUNIOR,520.53,173.71,386.60,,1080.84,
2024,7,CAIO DE OLIVEIRA EGÊA SILVEIRA,674.80,329.25,207.32,,1211.37,
2024,7,CRISTIANO PASSOS,506.84,237.40,109.29,283.53,1137.06,
2024,7,CÍCERO JOÃO DA SILVA,1287.15,,683.52,690.00,2660.67,
2024,7,DYLAN ROBERTO VIANA DANTAS,249.97,167.80,39.64,,457.41,
2024,7,FAUSTO SALVADOR PERES,493.48,290.22,494.31,,1278.01,
2024,7,FERNANDA SCHLIC GARCIA,311.71,173.96,77.64,,563.31,
2024,7,FERNANDO ALVES LISBOA DINI,340.71,,252.37,,593.08,
2024,7,FRANCISCO FRANÇA DA SILVA,397.20,159.03,66.10,,622.33,
2024,7,FÁBIO SIMOA MENDES DO CARMO LEITE,286.81,531.26,374.55,,1192.62,
2024,7,GERVINO CLÁUDIO GONÇALVES,323.45,,,,323.45,
2024,7,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2024,7,IARA BERNARDI,403.96,677.91,46.98,,1128.85,
2024,7,JOSÉ VINICIUS CAMPOS AITH,265.18,,22.20,,287.38,
2024,7,JOÃO DONIZETI SILVESTRE,515.43,585.89,164.95,,1266.27,
2024,7,LUÍS SANTOS PEREIRA FILHO,463.42,510.11,516.75,,1490.28,
2024,7,PÉRICLES REGIS MENDONÇA DE LIMA,265.02,,,,265.02,
2024,7,RODRIGO PIVETA BERNO,499.86,345.23,306.89,,1151.98,
2024,7,SALATIEL DOS SANTOS HERGESEL,248.20,543.48,,,791.68,
2024,7,ÍTALO GABRIEL MOREIRA,284.78,,244.35,19.21,548.34,1149.16
2024,8,ANTÔNIO CARLOS SILVANO JUNIOR,156.74,377.03,109.34,671.60,1314.71,
2024,8,CAIO DE OLIVEIRA EGÊA SILVEIRA,152.17,397.90,403.20,,953.27,
2024,8,CRISTIANO PASSOS,174.68,337.83,228.37,292.56,1033.44,
2024,8,CÍCERO JOÃO DA SILVA,580.73,917.29,798.16,553.84,2850.02,
2024,8,DYLAN ROBERTO VIANA DANTAS,248.20,252.05,,,500.25,
2024,8,FAUSTO SALVADOR PERES,151.22,662.93,127.45,,941.60,
2024,8,FERNANDA SCHLIC GARCIA,,263.78,68.46,,332.24,
2024,8,FERNANDO ALVES LISBOA DINI,,378.90,87.12,,466.02,
2024,8,FRANCISCO FRANÇA DA SILVA,,308.04,196.76,,504.80,
2024,8,FÁBIO SIMOA MENDES DO CARMO LEITE,320.90,389.80,112.66,,823.36,
2024,8,GERVINO CLÁUDIO GONÇALVES,,595.40,,,595.40,
2024,8,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2024,8,IARA BERNARDI,861.54,436.67,203.21,,1501.42,
2024,8,JOSÉ VINICIUS CAMPOS AITH,,283.83,178.17,,462.00,
2024,8,JOÃO DONIZETI SILVESTRE,460.70,434.49,247.28,,1142.47,
2024,8,LUÍS SANTOS PEREIRA FILHO,373.11,314.68,164.79,,852.58,
2024,8,PÉRICLES REGIS MENDONÇA DE LIMA,166.23,262.20,,,428.43,
2024,8,RODRIGO PIVETA BERNO,509.93,381.69,80.41,,972.03,
2024,8,SALATIEL DOS SANTOS HERGESEL,300.77,246.40,,,547.17,
2024,8,ÍTALO GABRIEL MOREIRA,177.26,299.18,,4.95,481.39,548.34
2024,9,ANTÔNIO CARLOS SILVANO JUNIOR,366.03,,223.06,,589.09,
2024,9,CAIO DE OLIVEIRA EGÊA SILVEIRA,502.35,167.37,336.52,,1006.24,
2024,9,CRISTIANO PASSOS,424.02,185.68,38.38,317.98,966.06,
2024,9,CÍCERO JOÃO DA SILVA,1129.99,504.82,768.35,,2403.16,
2024,9,DYLAN ROBERTO VIANA DANTAS,246.81,,44.97,,291.78,
2024,9,FAUSTO SALVADOR PERES,1098.77,,376.05,,1474.82,
2024,9,FERNANDA SCHLIC GARCIA,277.98,184.41,47.67,,510.06,
2024,9,FERNANDO ALVES LISBOA DINI,431.78,174.50,364.00,,970.28,
2024,9,FRANCISCO FRANÇA DA SILVA,520.79,,357.45,,878.24,
2024,9,FÁBIO SIMOA MENDES DO CARMO LEITE,375.84,,90.22,,466.06,
2024,9,GERVINO CLÁUDIO GONÇALVES,651.10,,,,651.10,
2024,9,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2024,9,IARA BERNARDI,330.11,646.44,97.67,,1074.22,
2024,9,JOSÉ VINICIUS CAMPOS AITH,245.15,,2.38,,247.53,
2024,9,JOÃO DONIZETI SILVESTRE,423.97,,248.89,,672.86,
2024,9,LUÍS SANTOS PEREIRA FILHO,267.82,,26.89,,294.71,
2024,9,PÉRICLES REGIS MENDONÇA DE LIMA,249.82,,,,249.82,
2024,9,RODRIGO PIVETA BERNO,473.43,184.06,320.94,,978.43,
2024,9,SALATIEL DOS SANTOS HERGESEL,250.68,165.89,71.50,,488.07,
2024,9,ÍTALO GABRIEL MOREIRA,267.60,,47.66,,315.26,481.39
2024,10,ANTÔNIO CARLOS SILVANO JUNIOR,365.39,,316.05,,681.44,
2024,10,CAIO DE OLIVEIRA EGÊA SILVEIRA,329.83,329.60,208.26,,867.69,
2024,10,CRISTIANO PASSOS,475.89,158.39,120.49,281.58,1036.35,
2024,10,CÍCERO JOÃO DA SILVA,548.17,140.30,329.02,,1017.49,
2024,10,DYLAN ROBERTO VIANA DANTAS,263.52,170.44,101.79,,535.75,
2024,10,FAUSTO SALVADOR PERES,417.68,333.11,131.65,,882.44,
2024,10,FERNANDA SCHLIC GARCIA,270.79,,138.50,,409.29,
2024,10,FERNANDO ALVES LISBOA DINI,311.71,,124.83,,436.54,
2024,10,FRANCISCO FRANÇA DA SILVA,331.60,,50.57,,382.17,
2024,10,FÁBIO SIMOA MENDES DO CARMO LEITE,290.54,169.11,193.04,,652.69,
2024,10,GERVINO CLÁUDIO GONÇALVES,345.48,173.32,,,518.80,
2024,10,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2024,10,IARA BERNARDI,379.22,826.63,91.81,,1297.66,
2024,10,JOSÉ VINICIUS CAMPOS AITH,317.87,,,,317.87,
2024,10,JOÃO DONIZETI SILVESTRE,523.34,332.17,167.30,,1022.81,
2024,10,LUÍS SANTOS PEREIRA FILHO,283.41,369.92,79.16,,732.49,
2024,10,PÉRICLES REGIS MENDONÇA DE LIMA,288.10,,45.89,,333.99,
2024,10,RODRIGO PIVETA BERNO,521.21,478.21,11.00,,1010.42,
2024,10,SALATIEL DOS SANTOS HERGESEL,237.48,,,,237.48,
2024,10,ÍTALO GABRIEL MOREIRA,364.78,,291.62,17.85,674.25,315.26
2024,11,ANTÔNIO CARLOS SILVANO JUNIOR,412.30,,31.44,690.00,1133.74,
2024,11,CAIO DE OLIVEIRA EGÊA SILVEIRA,419.34,509.95,545.88,,1475.17,
2024,11,CRISTIANO PASSOS,435.63,237.37,235.18,290.72,1198.90,
2024,11,CÍCERO JOÃO DA SILVA,579.22,,294.37,,873.59,
2024,11,DYLAN ROBERTO VIANA DANTAS,310.07,,277.00,,587.07,
2024,11,FAUSTO SALVADOR PERES,347.67,168.89,337.95,690.30,1544.81,
2024,11,FERNANDA SCHLIC GARCIA,253.90,599.29,125.97,,979.16,
2024,11,FERNANDO ALVES LISBOA DINI,318.59,,155.48,,474.07,
2024,11,FRANCISCO FRANÇA DA SILVA,284.20,,53.33,,337.53,
2024,11,FÁBIO SIMOA MENDES DO CARMO LEITE,341.81,342.03,47.72,,731.56,
2024,11,GERVINO CLÁUDIO GONÇALVES,300.53,315.05,,,615.58,
2024,11,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2024,11,IARA BERNARDI,366.61,477.18,92.19,,935.98,
2024,11,JOÃO DONIZETI SILVESTRE,585.74,483.20,286.65,,1355.59,
2024,11,LUÍS SANTOS PEREIRA FILHO,291.40,522.24,97.04,,910.68,
2024,11,PÉRICLES REGIS MENDONÇA DE LIMA,252.73,,,,252.73,
2024,11,RODRIGO PIVETA BERNO,363.18,329.84,199.84,,892.86,
2024,11,SALATIEL DOS SANTOS HERGESEL,288.24,,,,288.24,
2024,11,ÍTALO GABRIEL MOREIRA,315.84,,,221.60,537.44,674.25
2024,12,ANTÔNIO CARLOS SILVANO JUNIOR,343.48,155.16,111.91,,610.55,
2024,12,CAIO DE OLIVEIRA EGÊA SILVEIRA,417.75,337.58,381.85,,1137.18,
2024,12,CRISTIANO PASSOS,471.88,161.99,263.11,268.94,1165.92,
2024,12,CÍCERO JOÃO DA SILVA,911.75,,179.36,,1091.11,
2024,12,DYLAN ROBERTO VIANA DANTAS,282.62,384.16,601.79,,1268.57,
2024,12,FAUSTO SALVADOR PERES,350.11,172.58,23.89,689.92,1236.50,
2024,12,FERNANDA SCHLIC GARCIA,295.01,82.51,,,377.52,
2024,12,FERNANDO ALVES LISBOA DINI,430.46,,149.69,,580.15,
2024,12,FRANCISCO FRANÇA DA SILVA,396.56,190.07,47.79,,634.42,
2024,12,FÁBIO SIMOA MENDES DO CARMO LEITE,350.75,329.73,131.33,,811.81,
2024,12,GERVINO CLÁUDIO GONÇALVES,360.13,175.64,,,535.77,
2024,12,HÉLIO MAURO SILVA BRASILEIRO,,,,,,
2024,12,IARA BERNARDI,401.16,172.99,53.20,,627.35,
2024,12,JOSÉ VINICIUS CAMPOS AITH,259.06,194.20,,,453.26,
2024,12,JOÃO DONIZETI SILVESTRE,567.26,898.20,176.33,,1641.79,
2024,12,LUÍS SANTOS PEREIRA FILHO,276.66,360.83,311.12,,948.61,
2024,12,PÉRICLES REGIS MENDONÇA DE LIMA,263.50,,47.79,,311.29,
2024,12,RODRIGO PIVETA BERNO,451.15,487.84,165.77,,1104.76,
2024,12,SALATIEL DOS SANTOS HERGESEL,236.64,136.53,,,373.17,
2024,12,ÍTALO GABRIEL MOREIRA,797.86,,223.42,126.75,1148.03,537.44
