ano,mes,vereador,aluguel_maquina,combustivel,material_escritorio,postagem,total,reembolso
2026,3,CRISTIANO ANUNCIAÇÃO DOS PASSOS,441.38,704.89,220.91,377.02,1744.20,
2026,3,CÍCERO JOÃO DA SILVA,481.87,1391.41,333.83,212.23,2419.34,
2026,3,DYLAN ROBERTO VIANA DANTAS,287.86,712.22,,,1000.08,
2026,3,FABIO SIMOA MENDES DO CARMO LEITE,431.98,1316.09,157.37,,1905.44,
2026,3,FAUSTO SALVADOR PERES,398.20,548.09,215.30,,1161.59,
2026,3,FERNANDA SCHLIC GARCIA,276.49,640.94,129.78,,1047.21,
2026,3,FERNANDO ALVES LISBOA DINI,466.59,125.93,126.31,,718.83,
2026,3,GERVINO CLÁUDIO GONÇALVES,444.79,1142.15,93.58,,1680.52,
2026,3,HENRI JOSÉ ARIDA,256.98,96.29,,,353.27,
2026,3,IARA BERNARDI,429.01,1525.49,146.43,,2100.93,87.89
2026,3,IZIDIO DE BRITO CORREIA,460.82,978.09,124.61,,1563.52,
2026,3,JOSÉ VINÍCIUS CAMPOS AITH,152.03,300.90,172.63,,625.56,
2026,3,JOÃO DONIZETI SILVESTRE,477.89,1048.91,278.52,,1805.32,
2026,3,JUSSARA APARECIDA FERNANDES,430.42,830.09,59.08,149.76,1469.35,
2026,3,LUIS SANTOS PEREIRA FILHO,431.96,1018.06,148.23,,1598.25,
2026,3,RAUL MARCELO DE SOUZA,373.97,99.42,212.99,,686.38,
2026,3,ROBERTO MACHADO DE FREITAS,344.39,1162.81,233.05,,1740.25,
2026,3,RODOLFO ANTÔNIO LIMA DE OLIVEIRA,373.24,798.32,187.88,,1359.44,
2026,3,ROGÉRIO PEREIRA MARQUES,373.91,1236.69,112.97,93.75,1817.32,
2026,3,TATIANE COSTA DOS SANTOS,310.50,821.01,81.53,,1213.04,
2026,3,ÍTALO GABRIEL MOREIRA,459.63,,174.23,19.95,653.81,423.19
